UF,UF,MUNICÍPIO,CNPJ,FARMÁCIA,ENDEREÇO,BAIRRO,Data do Credenciamento
SE,2803500,LAGARTO,13.145.354/0009-23,DROGARIA J B E IRMAO LTDA," PÇA ROSENDO RIBEIRO DE SOUZA, 06  ",CENTRO,05/09/2014
SE,2803500,LAGARTO,17.588.397/0001-87,TOP FARMACIA LTDA," R. MANOEL DE PAULA MENEZES LIMA, 121,  SALAO 1  ",CENTRO,05/05/2014
SE,2803500,LAGARTO,19.934.161/0001-80,DROGARIA JB LAGARTO LTDA," RUA LAUDELINO FREIRE, 142   ",CENTRO,11/05/2015
SE,2803906,MALHADOR,13.394.671/0001-26,FARMACIA SAO BENEDITO LTDA, PRAÇA CORONEL TERCIO VERAS Nº 43  ,CENTRO,26/03/2007
SE,2804003,MARUIM,37.814.701/0001-74,DROGARIA VITALITY LTDA," RUA GENERAL SIQUEIRA, N°028  ",CENTRO,14/12/2023
SE,2804102,MOITA BONITA,13.936.109/0001-87,FARMACIA PRO-VIDA LTDA," PC PRACA SANTA TEREZINHA, N°141  ",CENTRO,26/12/2023
SE,2804201,MONTE ALEGRE DE SERGIPE,32.878.514/0001-30,M A SANTOS & CIA LTDA, PC PRESIDENTE MEDICI 201  ,CENTRO,30/12/2013
SE,2804300,MURIBECA,10.609.721/0001-57,FARMACIA ROCHA & PEREIRA LTDA," RUA JACKSON DE FIGUEIREDO, 218  ",CENTRO,31/10/2012
SE,2804409,NEOPOLIS,32.864.241/0001-75,RAFAEL PEREIRA DO NASCIMENTO LTDA," PRACA GAL OLIVEIRA VALADAO, 197A - CASA  ",CENTRO,14/12/2012
SE,2804458,NOSSA SENHORA APARECIDA,17.284.673/0001-13,AMT FARMACIA LTDA," AVENIDA ABDON JOSE BARRETO, 1079 B  ",CENTRO,19/11/2014
SE,2804508,NOSSA SENHORA DA GLORIA,13.348.412/0001-69,J & J OLIVEIRA FARMACIA E PERFUMARIA LTDA, LOURIVAL BATISTA  ,CENTRO,11/01/2018
SE,2804508,NOSSA SENHORA DA GLORIA,15.600.422/0005-07,RODRIGO SANTOS & CIA LTDA," AVENIDA 7 DE SETEMBRO, 54  ",CENTRO,11/01/2018
SE,2804607,NOSSA SENHORA DAS DORES,19.541.014/0001-40,MELO & MATOS PRODUTOS FARMACEUTICOS LTDA, JOSE IVAN PEREIRA DOS ANJOS 61 ,CENTRO,09/12/2014
SE,2804706,NOSSA SENHORA DE LOURDES,01.704.230/0001-02,NILTON GOMES DE ANDRADE," PRAÇA SENADOR LEITE NETO, 111  ",CENTRO,01/08/2013
SE,2804805,NOSSA SENHORA DO SOCORRO,06.626.253/0364-23,EMPREENDIMENTOS PAGUE MENOS S/A," AVENIDA  - 1, 438  ",COMPLEXO TAICOCA,26/01/2011
SE,2804805,NOSSA SENHORA DO SOCORRO,15.068.588/0001-92,ARISEL PRODUTOS FARMACEUTICOS LTDA, AVENIDA 01 Nº 546  ,CONJ. JOÃO ALVES FILHO,16/01/2015
SE,2804805,NOSSA SENHORA DO SOCORRO,16.469.389/0001-59,FARMARCIA S.MENEZES LTDA," RUA H 1, 41, Q 23 CONJ JARDIM   ",CENTRO,27/07/2010
SE,2804805,NOSSA SENHORA DO SOCORRO,32.851.891/0001-86,JOSE FERNANDES MARTINS," AVENIDA  I, 281 - SALAO  ",CJ JOAO ALVES FILHO ,25/02/2015
SE,2805109,PEDRINHAS,17.297.506/0001-07,DROGARIA BARBOSA II LTDA,  PC  LEANDRO MACIEL  36  ,CENTRO,08/12/2014
SE,2805208,PINHAO,10.984.944/0001-02,DROGRARIA NOSSA FARMA LTDA, PC JOSE MARIANO BISPO 443  ,CENTRO,05/12/2014
SE,2805406,POCO REDONDO,37.085.166/0001-68,MARIFARMA COMERCIO DE MEDICAMENTOS LTDA," RUA ERALDO LEMOS, N°44 LOJA A  ",CENTRO,14/12/2023
SE,2805505,POCO VERDE,02.747.505/0001-40,DROGARIA JJ. LTDA," AVENIDA CAPITAO JOSE NARCISO, 147 - A   ",CENTRO,23/05/2012
SE,2805505,POCO VERDE,07.271.128/0001-39,DROGARIA PRINCIPAL J & E LTDA, EPIFANIO DOREA 10 SALA,CENTRO,22/08/2011
SE,2805505,POCO VERDE,08.102.306/0001-60,DROGARIA HELOFARMA LTDA," AVENIDA EPIFANIO DOREA, 164  ",CENTRO,20/01/2010
SE,2805505,POCO VERDE,08.102.306/0002-41,DROGARIA HELOFARMA LTDA, AVENIDA CAPITÃO JOSE NARCISO 31 SALA 1  ,CENTRO,31/12/2013
SE,2805505,POCO VERDE,16.723.045/0002-05,FARMACIAS MAIS BARATO LTDA," AVENIDA CAPITAO JOSE NARCISIO, 185 - SALAO  ",CENTRO,29/04/2014
SE,2805604,PORTO DA FOLHA,04.658.939/0001-07,FARMACIA DOSE CERTA LTDA," RUA AUGUSTO CESAR LEITE, 144, SALA 01  ",CENTRO,31/10/2012
SE,2805604,PORTO DA FOLHA,04.658.939/0003-60,FARMACIA DOSE CERTA LTDA," RUA GOUVEIA LIMA, 1209, SALA SALAO COMERCIAL  ",CENTRO,13/05/2015
SE,2805604,PORTO DA FOLHA,11.028.616/0001-97,C & L COMERCIO DE PRODUTOS FARMACEUTICOS LTDA, Rua BANC SALVADOR NOGUEIRA 38  ,CENTRO,22/11/2013
SE,2805703,PROPRIA,07.739.788/0001-00,SILVESTRE & LIMA LTDA," PC TOBIAS BARRETO, 587   ",CENTRO,24/04/2015
SE,2805703,PROPRIA,08.760.867/0002-38,FARMACIA HIPER CENTER FARMA LTDA, DUQUE DE CAXIAS 129 ,CENTRO,31/12/2013
SE,2805703,PROPRIA,17.363.469/0001-98,FARMACIA SOUZA & SILVA LTDA," AVENIDA GRACHO CARDOSO, 646   ",CENTRO,12/05/2015
SE,2805802,RIACHAO DO DANTAS,01.699.661/0001-10,COMERCIAL DE MEDICAMENTOS JEIZA LTDA, EPIFANIO GOIS  ,CENTRO,11/10/2011
SE,2805802,RIACHAO DO DANTAS,13.711.348/0001-39,FARMACIA MENINO JESUS LTDA," PRAÇA EPIFANIO GOIS, Nº 91 (próximo ao posto de saúde)  ",CENTRO,20/12/2012
SE,2805802,RIACHAO DO DANTAS,16.459.687/0001-68,FARMACIA SILVEIRA LTDA," PRAÇA JOSE COSTA FONTES, 246 (CASA)  ",POV TANQUE NOVO,31/10/2012
SE,2805901,RIACHUELO,20.442.775/0001-24,P & B COMERCIAL LTDA," PC ANTONIO FRANCO, N°104-A",CENTRO,15/05/2024
SE,2806008,RIBEIROPOLIS,15.610.512/0001-47,VERONICA OLIVEIRA DOS SANTOS  LTDA," RUA QUINTINO BOCAIUVA, 18  ",CENTRO,25/11/2010
SE,2806008,RIBEIROPOLIS,15.614.431/0001-15,MACELO REZENDE & FILHO LTDA, AVENIDA BARAO DO RIO BRANCO 118  ,CENTRO ,22/11/2013
SE,2806008,RIBEIROPOLIS,17.552.089/0001-00,DROGARIA RUAN FARMA LTDA, JOSIAS CARVALHO 244 ,CENTRO,21/11/2014
SE,2806206,SALGADO,00.547.859/0001-15,HUGOS FARMA LTDA," CENTRO PRA HELENA DE OLIVEIRA RIBEIRO, 194  ",CENTRO,30/12/2013
SE,2806602,SANTO AMARO DAS BROTAS,29.650.960/0002-60,CN FARMACIA E PERFUMARIA LTDA," AVENIDA DURVAL DA CUNHA MAYNARD, N°1  ",CENTRO,26/03/2024
SE,2806701,SAO CRISTOVAO,02.770.872/0001-64,FARMACIA MARTINS LTDA, RUA 28A 135 A  135 : A;,CONJ EDUARDO GOMES/ROSA ELZE,22/11/2013
SE,2806701,SAO CRISTOVAO,02.877.346/0001-06,PRADO LOUZADA & CIA. LTDA, TR CARLOS MENEZES S/N  ,CENTRO,09/10/2013
SE,2806701,SAO CRISTOVAO,17.182.581/0001-22,SILVA PRODUTOS FARMACEUTICOS LTDA, R PANIFICADOR JOSE SILVA 250  ,ROSA ELZE,19/02/2015
SE,2806701,SAO CRISTOVAO,19.577.407/0001-04,FARMACIA DO TRABALHADOR PRECO BAIXO LTDA, AVENIDA GOV JOAO ALVES FILHO 275 CASA E  ,ROSA ELZE,09/10/2014
SE,2807105,SIMAO DIAS,09.395.546/0001-63,FARMACIA C & S LTDA, JOSE MECENAS FILHO 202 ,CENTRO,21/12/2012
SE,2807105,SIMAO DIAS,13.184.254/0001-59,DROGARIA SIMFARMA LTDA," JOSE AVELINO DE OLIVEIRA, 235  ",CENTRO,12/03/2010
SE,2807105,SIMAO DIAS,15.586.019/0001-39,A. L. NASCIMENTO COSTA ANDRADE & CIA LTDA," RUA DR. JOVINIANO DE CARVALHO, Nº 390 SALA 01  ",CENTRO,17/04/2009
SE,2807105,SIMAO DIAS,32.738.734/0001-69,FARMACIA SANTANA DE SIMAO DIAS LTDA," RUA DR JOVINIANO DE CARVALHO, 342, CASA  ",CENTRO,18/08/2009
SE,2807402,TOBIAS BARRETO,00.131.692/0001-07,FARMACIAS BETANIA LTDA," JOAO ALVES FILHO, 735, LOJA  ",CENTRO,03/02/2010
SE,2807402,TOBIAS BARRETO,13.118.849/0001-06,FARIA ANDRADE COMERCIO LTDA," AV SETE DE JUNHO, 303, SALAO  ",CENTRO,31/12/2013
SE,2807402,TOBIAS BARRETO,13.145.354/0005-08,DROGARIA J B E IRMAO LTDA," AVENIDA 07 DE JUNHO, Nº 388  ",CENTRO,20/05/2008
SE,2807402,TOBIAS BARRETO,13.183.330/0001-01,RAMOS COMERCIO VAREJISTA DE PRODUTOS DE HIGIENE PESSOAL LTDA," AV SETE DE JUNHO, 725, SALA  ",CENTRO,03/02/2010
SE,2807501,TOMAR DO GERU,13.145.503/0001-05,EVERALDO SIMOES DE MATOS, MARECHAL TEIXEIRA LOTT  ,CENTRO,22/11/2013
SE,2807501,TOMAR DO GERU,32.855.074/0001-04,MARIA DAS GRACAS CORREIA SOUZA," R JOAO COTIAS, 11, CASA  ",CENTRO,21/09/2011
SE,2807600,UMBAUBA,32.729.287/0001-81,DROGARIA JB LTDA," AVENIDA BENJAMIN CONSTANT, Nº 225  ",CENTRO,25/09/2006
SP,3500105,ADAMANTINA,00.422.093/0001-42,DUFONZAR DROGARIA LTDA," AVENIDA ADHEMAR DE BARROS, Nº 751  ",CENTRO ,19/01/2009
SP,3500105,ADAMANTINA,03.226.033/0001-42,DROGALIRA 12 COMERCIO DE PRODUTOS FARMACEUTICOS LTDA, AVENIDA RIO BRANCO Nº 463  ,CENTRO,23/08/2006
SP,3500105,ADAMANTINA,03.611.789/0001-05,NATIVA FARMACIA DE MANIPULACAO DE ADAMANTINA LTDA," RUA DEPUTADO SALLES FILHO, Nº 196  ",CENTRO ,06/01/2009
SP,3500105,ADAMANTINA,08.016.020/0001-62,GRASSI & GRASSI ADAMANTINA LTDA., AV CAP. JOSE ANTONIO DE OLIVEIRA Nº559/563  ,CENTRO,20/11/2006
SP,3500105,ADAMANTINA,09.161.295/0001-52,DROGARIA 9 DE JULHO DE ADAMANTINA LTDA, 9 DE JULHO 667  ,CENTRO,03/03/2009
SP,3500105,ADAMANTINA,11.551.377/0001-55,HADDAD & MAZO LTDA," AV. FRANCISCO BELLUSCI, 1.000, CAMPUS II BL II  ",DISTRITO INDUSTRIAL,20/09/2012
SP,3500105,ADAMANTINA,12.243.848/0001-20,DROGARIA CASACA LTDA, RUI BARBOSA 499 ,CENTRO,05/08/2011
SP,3500105,ADAMANTINA,13.581.853/0001-06,DROGARIA ADAMANTINA LTDA, DAS ROSAS  ,VILA JARDIM,25/08/2011
SP,3500105,ADAMANTINA,14.110.429/0001-46,ROSANGELA TREVISAN CAETANO," RUA ARNO KIEFEER, 636  ",CENTRO,14/12/2012
SP,3500105,ADAMANTINA,19.808.449/0001-09,DROGARIA TLN SANTOS & SILVA LTDA, JOAQUIM FERREIRA 1458 ,JARDIM SANTA ROSA II,25/02/2015
SP,3500105,ADAMANTINA,19.879.222/0001-54,JP FARMACIA E DROGARIA LTDA, ALFREDO NASSER SN QUADRA176                 LOTE  01                  LOJA  03-A,PARQUE ESTRELA DALVA II,05/09/2014
SP,3500105,ADAMANTINA,43.002.849/0001-07,N KOBAYASHI & FILHO LTDA," AVENIDA RIO BRANCO, 751  ",CENTRO,18/02/2008
SP,3500105,ADAMANTINA,57.833.600/0001-58,ROSICLEIR APARECIDA LIAL MATUOKA," DEP SALES FILHO, 363  ",CENTRO,06/07/2008
SP,3500105,ADAMANTINA,57.868.721/0001-35,DROGARIA SUCESSO DE ADAMANTINA LTDA," AVENIDA CAPITÃO JOSE ANTONIO DE OLIVEIRA, Nº        ",CENTRO ,03/03/2009
SP,3500105,ADAMANTINA,61.585.865/0886-52,RAIA DROGASIL S/A," AV. RIO BRANCO, Nº 585  ",CENTRO,06/11/2013
SP,3500105,ADAMANTINA,72.028.707/0001-17,REINALDO ROBLER & CIA LTDA," AV RIO BRANCO, Nº660  ",CENTRO,26/03/2014
SP,3500204,ADOLFO,03.121.604/0001-84,ADILSON SHINJI OKA & CIA LTDA," RUI BARBOSA, 850  ",CENTRO,05/11/2009
SP,3500204,ADOLFO,09.396.355/0001-16,WANIA MARIA ZANETTI STUCCHI BARDELLA - DROGARIA, R SANTOS DUMONT 677  ,CENTRO,06/01/2009
SP,3500303,AGUAI,00.426.117/0001-31,GERALDO MAGELA DOS SANTOS LTDA," RUI BARBOSA, 240  ",CENTRO,30/12/2009
SP,3500303,AGUAI,07.587.233/0001-81,REIS & MENDES DROGARIA LTDA," RUA DRS PAULO E RODOLFO LANZONI, 277  ",VILA NOVA,08/11/2010
SP,3500303,AGUAI,08.846.431/0001-85,BINATTI & EMYGDIO LTDA," RUA MAJOR BRAGA, 797  ",CENTRO,02/03/2010
SP,3500303,AGUAI,10.642.769/0001-67,DEYVIS MASCKIO SERENI DROGARIA," RUA VALINS, 421  ",CENTRO,31/10/2012
SP,3500303,AGUAI,16.812.858/0001-90,COMERCIO DE MEDICAMENTOS RONDELLE LTDA," R. WILSON BARBOSA BRAGA, Nº 447 - sala 01  ",CIDADE NOVA,30/09/2013
SP,3500303,AGUAI,16.904.712/0001-75,CARLOS ALEXANDRE GRAMA LUCIO DROGARIA," RUA VALINS, 421  ",CENTRO,09/10/2013
SP,3500303,AGUAI,55.004.576/0001-19,DROGARIA BOA VISTA MEDICAMENTOS LTDA, RUA CAPITÃO SILVA BORGES Nº 649  ,CENTRO,30/05/2007
SP,3500402,AGUAS DA PRATA,07.267.033/0001-41,LUCIMARA MONTES PERAL BERTHOLUCCI, R GABRIEL RABELO DE ANDRADE 122 LJ 01  ,CENTRO,21/09/2011
SP,3500501,AGUAS DE LINDOIA,00.019.696/0001-06,PEREIRA & PEREIRA COMERCIAL MEDICAMENTOS LTDA, EVANGELINO MEIRELES 45 LOJA  01,CENTRO,26/12/2012
SP,3500501,AGUAS DE LINDOIA,02.706.835/0001-97,E ORTIZ GIMENES & CIA LTDA," JOSE LUIZ LEME MACIEL, 08, LOJA 03  ",CENTRO,02/10/2009
SP,3500501,AGUAS DE LINDOIA,03.785.176/0001-94,DROGA MAIS POPULAR LTDA, RUA MONTEIRO LOBATO 299  ,PIMENTEIS,14/12/2012
SP,3500501,AGUAS DE LINDOIA,09.383.802/0001-00,DROGARIA LUIZ HUMBERTO DE ALMEIDA JUNIOR LTDA," AVENIDA MONTE SIAO, 626, LOJA 2  ",BELA VISTA,10/09/2015
SP,3500501,AGUAS DE LINDOIA,22.646.244/0002-60,DROGARIA SIDNEY ZUCATO LTDA," PC PASO ROBLES, 280 - LOJA A   ",CENTRO,15/06/2015
SP,3500501,AGUAS DE LINDOIA,50.087.907/0001-08,FARMA REI DROGARIA LTDA.," AVENIDA RIUZAKU KANIZAWA, 804   ",BELA VISTA,27/07/2010
SP,3500550,AGUAS DE SANTA BARBARA,01.657.781/0001-54,ONILDO LUIZ DE OLIVEIRA, AVENIDA ATALIBA LEONEL 213  ,VILA CANTIZANI,12/01/2010
SP,3500550,AGUAS DE SANTA BARBARA,02.955.428/0001-13,CASTILHO & RODRIGUES MEDICAMENTOS LTDA," RUA MARQUES DO VALE, 47  ",CENTRO,10/01/2011
SP,3500600,AGUAS DE SAO PEDRO,07.749.224/0001-40,DROGARIA ESTANCIA AGUAS DE SAO PEDRO LTDA," AVENIDA CARLOS MAURO, Nº 375  ",CENTRO ,30/03/2009
SP,3500709,AGUDOS,08.630.171/0001-06,DROGARIA MUNHOZ & MUNHOZ LTDA," RUA TREZE DE MAIO, 758  ",CENTRO,01/07/2010
SP,3500709,AGUDOS,08.877.465/0001-37,DROGARIA FRANCHIN & CHRISTOFARO LTDA," RUI BARBOSA, Nº 637  ",VILA SANTA CECILIA,21/09/2009
SP,3500709,AGUDOS,08.877.465/0002-18,DROGARIA FRANCHIN & CHRISTOFARO LTDA," RUA SETE DE SETEMBRO, 1211  ",CENTRO,16/09/2011
SP,3500709,AGUDOS,10.674.185/0001-73,JULIANO DE LIMA SIMOES DROGARIA," AV treze de maio, 471, SALA 01  ",CENTRO,03/02/2010
SP,3500709,AGUDOS,14.675.903/0001-87,JOSE NITA, rua LUIZ DA RIVA FILHO 154  ,CENTENARIO PARQUE,21/12/2012
SP,3500709,AGUDOS,15.465.350/0001-09,MUNHOZ MULTIDROGAS AGUDOS LTDA," RUA RUI BARBOSA, 1357  ",CHACARA AVATO,21/12/2012
SP,3500709,AGUDOS,15.707.957/0001-40,ELISANGELA DA SILVA EVARISTO, RUA LUIZ DA RIVA FILHO 154  ,CENTENARIO PARK,24/10/2014
SP,3500709,AGUDOS,17.421.872/0001-26,DROGARIA SANTO GRAAL LTDA," R TREZE DE MAIO, Nº 401  ",CENTRO,25/10/2013
SP,3500709,AGUDOS,43.136.522/0001-28,ALCARDE & CIA LTDA," RUI BARBOSA, 276  ",CENTRO,05/11/2009
SP,3500709,AGUDOS,55.600.522/0001-16,DROGARIA POPULAR DE AGUDOS LTDA," RUA 7 DE SETEMBRO, 1.278  ",CENTRO,04/07/2011
SP,3500709,AGUDOS,58.958.927/0001-19,GR VERTUAN & CIA LTDA," DIONIZIO DALBETO, 36  ",PARQUE PAMPULHA,04/07/2011
SP,3500758,ALAMBARI,08.351.356/0001-81,DROGARIA CAMPOS ROLIM LTDA," RUA MAJOR CABRAL, 258  ",CENTRO,02/08/2011
SP,3500758,ALAMBARI,13.598.824/0001-57,DROGARIA JULIANA WD LTDA," RUA RIO CLARO, 458 - NT   ",TATETU,28/05/2015
SP,3500808,ALFREDO MARCONDES,43.162.536/0001-16,FARMACIA MARCONDENSE LIMITADA," DUQUE DE CAXIAS, Nº 246  ",CENTRO,23/10/2009
SP,3500808,ALFREDO MARCONDES,44.931.863/0001-58,DROGARIA SANTUARIO DE ALFREDO MARCONDES LTDA," RUA RUI BARBOSA, 266  ",CENTRO,23/08/2010
SP,3500907,ALTAIR,08.374.867/0001-19,LARISSA BALDAN BATISTA ARASHIRO, 3  Nº336  ,CENTRO,03/03/2009
SP,3501004,ALTINOPOLIS,01.797.071/0001-20,M F DA SILVA & SILVA LTDA, R CORONEL HONORIO PALMA 480  ,CENTRO,31/12/2013
SP,3501004,ALTINOPOLIS,11.990.729/0001-79,DROGARIA ALTINOPOLIS LTDA, DR ALBERTO CRIVELENTE  ,CENTRO,09/10/2013
SP,3501004,ALTINOPOLIS,12.377.606/0001-20,FONSECA E POSSARI DROGARIA LTDA, CEL. HONORIO PALMA 726 ,CENTRO,25/08/2011
SP,3501004,ALTINOPOLIS,12.440.641/0001-46,SALOMAO ELIAS & CIA LTDA," PRACA VOL. MARIO WALTER, 212  ",CENTRO,26/12/2012
SP,3501004,ALTINOPOLIS,45.727.385/0001-21,RAFAINI DE CASTRO & CASTRO LTDA, R CEL HONORIO PALMA 796  ,CENTRO,11/12/2013
SP,3501004,ALTINOPOLIS,74.614.991/0001-39,GUIMARAES & BRONZI FARMACIA LTDA," RUA GENI MONTANHINI DIAS, N° 515  ",ULISSES GUIMARAES,20/09/2012
SP,3501103,ALTO ALEGRE,09.115.230/0001-70,DROGARIA FARMACIL II LTDA, EUCLIDES MIRAGAIA 2427 LOJA 04,JARDIM JUSSARA MARIA,12/01/2010
SP,3501103,ALTO ALEGRE,10.607.293/0001-23,J. M. DIAS MAZAIA DROGARIA," COMERCIAL DR ACIR ALVES LEITE, 332  ",CENTRO,04/07/2011
SP,3501103,ALTO ALEGRE,12.493.181/0001-14,DROGARIA AVELHA & DIAS LTDA, RUA JOSE MARTINS FLORES 13  ,CENTRO,04/07/2011
SP,3501152,ALUMINIO,01.484.395/0001-08,JOAO JUNIO SOBRINHO LOPES," R FLORIANO VIEIRA, 345  ",VILA PEDAGIO,25/01/2011
SP,3501152,ALUMINIO,52.228.996/0001-90,DROGARIA MARIANE LTDA," R. JOSE CERIONI, 356  ",ALUMINIO,04/07/2011
SP,3501202,ALVARES FLORENCE,71.804.256/0001-08,JOSE SILVESTRINI," RUA MARANHAO, 295 - TERREO  ",CENTRO,31/10/2012
SP,3501301,ALVARES MACHADO,10.610.086/0001-28,FARMACIA E MANIPULACAO MAIA LTDA," AV DAS AMERICAS, 496  ",CENTRO,25/01/2010
SP,3501301,ALVARES MACHADO,52.301.082/0001-08,FARMACIA DROGAMASSA LTDA," R FERNANDO COSTA, 12  ",CENTRO,16/09/2014
SP,3501301,ALVARES MACHADO,53.251.963/0001-24,DIRCEU MORAES," AVENIDA DAS AMERICAS, 376  ",CENTRO,25/11/2010
SP,3501301,ALVARES MACHADO,67.777.714/0001-81,RHET & OLIVEIRA DROGARIA LTDA," AVENIDA DAS AMERICAS, Nº 303  ",CENTRO ,06/01/2009
SP,3501400,ALVARO DE CARVALHO,06.554.998/0001-52,DROGARIA SAO RAFAEL DE ALVARO DE CARVALHO LTDA," CORNELIO MARCONDES DE MELLO, Nº60  ",CENTRO,05/05/2010
SP,3501509,ALVINLANDIA,96.287.248/0001-54,MARCIO DANIEL GUARIDO," GETULIO VARGAS, 505  ",CENTRO,23/10/2009
SP,3501608,AMERICANA,00.112.620/0001-12,DROGARIA AMERIMED LTDA, AVENIDA PASCHOAL ARDITO Nº 852 SALA 04  ,VILA FRANCISCANGELIS,23/08/2010
SP,3501608,AMERICANA,01.317.923/0001-34,GILBERTO MESSIAS DE ARAUJO LTDA," AVENIDA ESTADOS UNIDOS, 428 - SALAO 3  ",PQ DAS NACOES,31/10/2012
SP,3501608,AMERICANA,02.089.107/0001-83,DROGARIA DROGAFARMA DE AMERICANA LTDA," RUA URUGUAI, Nº 662   ",FREZARIN ,30/03/2009
SP,3501608,AMERICANA,02.121.462/0001-92,DROGARIA OLIVEIRA ROCHA DE AMERICANA LTDA, RUA JOÃO DELL'' AGNESE  ,PARQUE RESIDENCIAL SÃO GERÔNIM,28/03/2007
SP,3501608,AMERICANA,03.116.161/0001-33,SPONTON & SPONTON LTDA," RUA EVARISTO BATISTUZZI, 272, SALAO 01  ",JARDIM BRASIL,20/09/2012
SP,3501608,AMERICANA,03.257.696/0002-05,USI PARATODOS COMERCIO VAREJISTA DE MEDICAMENTOS LTDA, R FORTUNATO FARAONE 148 LOJA B E LOJA C  ,GIRASSOL,27/10/2014
SP,3501608,AMERICANA,03.257.696/0007-10,USI PARATODOS COMERCIO VAREJISTA DE MEDICAMENTOS LTDA, AV BRASIL 815  ,JARDIM SAO PAULO,19/05/2015
SP,3501608,AMERICANA,03.340.744/0001-43,DROGA GE LTDA," AV IACANGA, 504, SALA 1  ",VILA MOLON,04/07/2011
SP,3501608,AMERICANA,08.008.433/0001-03,COSTA & SANTANA MEDICAMENTOS LTDA," RUA DAS CONSTELACOES, 23 - SALAO 02  ",JARDIM ALVORADA,05/08/2011
SP,3501608,AMERICANA,09.377.288/0001-92,A & T TUNUCCI DROGARIA LTDA," JOAO GELMINI, 328, SL 03  ",JD BRASIL,03/02/2010
SP,3501608,AMERICANA,11.087.207/0001-61,AMERILABOR COMERCIO DE MEDICAMENTOS LTDA, RUA MARTIM MARIO PIVA 435  ,PQ. D. PEDRO II,21/12/2012
SP,3501608,AMERICANA,11.871.127/0001-00,ONAKA & BOTTINI DROGARIA LTDA, AVENIDA CILLOS 3273 SALA 02  ,PARQUE NOVO MUNDO,14/12/2012
SP,3501608,AMERICANA,12.564.626/0001-00,EDILSON DA ROCHA FABRI APOIO ADMINISTRATIVO LTDA," RUA DOS CRAVOS, 1523  ",CIDADE JARDIM I,04/07/2011
SP,3501608,AMERICANA,12.834.185/0001-19,DROGARIA TODODIA LTDA," RUA HUMBERTO POLO, 135 - SALA 01  ",PARQUE RESIDENCIAL SAO JERONIM,09/07/2014
SP,3501608,AMERICANA,12.871.453/0001-72,F & D UNIAO DROGARIAS LTDA, R SAO VITO 1408 COM. 01  ,JARDIM AMERICA,03/11/2014
SP,3501608,AMERICANA,18.184.736/0001-22,MAIS SAUDE - COMERCIO DE MEDICAMENTOS LTDA, R CAPRI 188  ,JARDIM ESPERANCA,05/12/2014
SP,3501608,AMERICANA,19.635.561/0001-95,DROGARIA CURAFARMA LTDA, AV DE CILLO 3098   ,PARQUE NOVO MUNDO,24/10/2014
SP,3501608,AMERICANA,43.239.243/0001-90,DROGARIA EVANA LTDA, SAO THIAGO 669 ,SAO MANOEL,04/07/2011
SP,3501608,AMERICANA,43.247.790/0001-17,MARTINS & OTA LTDA," RUA URUGUAI, 975   ",FREZZARIN,12/05/2015
SP,3501608,AMERICANA,48.177.380/0001-60,DROGARIA JARDIM LTDA," DAS ROSAS, Nº 706  ",CIDADE JARDIM,21/09/2009
SP,3501608,AMERICANA,49.442.619/0001-45,DROGA PIRES DE AMERICANA LTDA, RUA FERNANDO DE CAMARGO 537  ,CENTRO,16/01/2008
SP,3501608,AMERICANA,52.318.326/0001-65,FARMACIA CONTEMPORANEA LTDA," AVENIDA DE CILLO, 2200 - LUC 04  ",JARDIM SAO JOSE ,31/10/2012
SP,3501608,AMERICANA,52.318.326/0003-27,FARMACIA CONTEMPORANEA LTDA," RUA JOAO BERNESTEIN, 630 - LUC 01  ",SAO VITO ,31/10/2012
SP,3501608,AMERICANA,53.009.072/0001-66,DROGARIAS PRATIKA POPULAR LTDA," RUA SAO VITO, 2008  ",JARDIM SAO LUIZ,31/10/2012
SP,3501608,AMERICANA,53.784.781/0001-19,TOMAZ DE AQUINO & LEITE LTDA," AVENIDA CAMPOS SALLES, 420, SALA 05  ",VILA JONES,31/08/2011
SP,3501608,AMERICANA,54.375.647/0082-92,DROGAL FARMACEUTICA LTDA," RUA NOVE DE JULHO, 1344  ",JARDIM SAO DOMINGOS,25/11/2010
SP,3501608,AMERICANA,54.375.647/0083-73,DROGAL FARMACEUTICA LTDA," AVENIDA PASCHOAL ARDITO, 1125  ",SAO MANOEL,25/11/2010
SP,3501608,AMERICANA,54.375.647/0084-54,DROGAL FARMACEUTICA LTDA," RUA IACANGA, 786  ",VILA MOLON,25/11/2010
SP,3501608,AMERICANA,54.375.647/0092-64,DROGAL FARMACEUTICA LTDA," AVENIDA CILLOS, 1525  ",VILA MEDON,25/11/2010
SP,3501608,AMERICANA,54.375.647/0095-07,DROGAL FARMACEUTICA LTDA," RUA RUI BARBOSA, 77  ",CENTRO,20/09/2012
SP,3501608,AMERICANA,54.375.647/0105-13,DROGAL FARMACEUTICA LTDA," R. DOM PEDRO II, Nº 1251  ",JARDIM NOVA AMERICANA,31/12/2013
SP,3501608,AMERICANA,54.375.647/0119-19,DROGAL FARMACEUTICA LTDA," AVENIDA CECILIA MEIRELLES, 356 - CONJUNTO HABITACIONAL ANTONIO ZANAGA II  ",CONJUNTO HABITACIONAL ANTONIO ,31/12/2013
SP,3501608,AMERICANA,58.195.413/0021-00,DROGAN DROGARIAS LTDA," RUA AVENIDA DR. CAMPOS SALLES, 778  ",CENTRO,06/05/2011
